id_estacion,autoridad_ambiental,estaci_n,latitud,longitud,variable,unidades,tiempo_de_exposici_n_horas,a_o,promedio,suma,no_de_datos,representatividad_temporal,excedencias_limite_actual,porcentaje_excedencias_limite,mediana,percentil_98,m_ximo,fechas_horas_del_m_ximo,m_nimo,fechas_horas_del_m_nimo,d_as_de_excedencias,c_digo_del_departamento,nombre_del_departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,ubicacion
31884,CORPOCALDAS,CATÓLICA (UCM),5.059305,-75.487264,PM10,ugm3,24,2022,19.5,2185.0,112,92.0,0,0.0,20.0,29.0,38.0,,9.0,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.487264, 5.059305]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM10,ugm3,24,2022,21.0,2103.0,100,82.0,0,0.0,18.0,46.1,52.0,,4.0,,0,17,CALDAS,17380.0,LA DORADA,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,O3,ugm3,8,2022,27.4,180477.8,6582,75.0,0,0.0,25.8,55.0,66.7,,2.8,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,PM10,ugm3,24,2022,22.3,2559.0,115,94.0,0,0.0,21.0,39.7,45.0,,9.0,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2022,27.8,3057.0,110,90.0,0,0.0,27.5,43.8,46.0,,7.0,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,SO2,ugm3,24,2022,5.8,1270.83,221,61.0,0,0.0,5.7,9.4,13.8,,1.9,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,SO2,ugm3,1,2022,5.8,31308.54,5392,62.0,0,0.0,5.4,12.9,23.7,,0.9,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8234,CORPOCALDAS,MILÁN,5.047326,-75.480838,PM10,ugm3,24,2022,31.1,3262.0,105,86.0,0,0.0,30.0,50.9,63.0,,15.0,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480838, 5.047326]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,CO,ugm3,8,2022,1008.0,6406673.7,6356,73.0,0,0.0,982.4,1676.5,2445.1,,373.9,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,CO,ugm3,1,2022,1008.1,6450588.35,6399,73.0,0,0.0,964.4,1791.6,2720.0,,284.2,,0,17,CALDAS,17001.0,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PST,ugm3,24,2011,57.0,5452.5,87,71,0,0,53.3,127,134.3,2011-11-05,20.3,2011-06-06,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2011,43.4,3685.74,85,70,0,0,43.5,63.9,67.9,2011-11-26,20.3,2011-06-06,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2011,56.3,4393.01,76,62,0,0,57.6,86.9,93.4,2011-11-26,24.4,2011-10-30,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2011,21.5,2296.39,107,88,0,0,21.6,34.4,37.4,2011-09-08,7.1,2011-04-23,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2011,13.5,955.5,71,58,0,0,13.3,26,27.4,2011-09-23,2.9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2011,99.9,9442.93,89,73,0,0,106.8,184,195.5,2011-06-15,34.8,2011-04-22,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2012,34.3,343.27,10,8,0,0,30.5,58.1,59.5,2012-12-21,21.5,2012-12-09,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PST,ugm3,24,2012,87.5,6933.83,75,61,0,0,90.2,160.5,193.2,2012-05-30,35.5,2012-04-15,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2012,45.0,3873.83,86,70,0,0,45.9,67.9,68.9,2012-03-28,17.9,2012-01-22,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2012,71.0,6643.8,90,74,0,0,70.1,126.5,143.9,2012-06-05,26.1,2012-01-22,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2012,31.5,3562.19,113,93,0,0,29.9,65.6,68.6,2012-10-01,6.2,2012-05-06,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2012,19.6,2159.4,110,90,2,1.82,17.3,50.3,57.8,2012-10-13,0.8,2012-05-06,2,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2012,103.2,9588.39,89,73,0,0,106.5,169.8,207.1,2012-03-07,43.2,2012-01-07,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2013,38.4,3189.49,83,68,0,0,38.5,59,64.6,2013-02-17,16.3,2013-10-24,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2013,45.1,3784.23,84,69,0,0,45.6,67.6,74,2013-02-02,24.2,2013-04-21,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2013,71.3,6195.06,85,70,0,0,71,106.8,122.1,2013-03-07,37.7,2013-04-21,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2013,26.5,2037.71,77,63,0,0,26.6,40.5,43.7,2013-03-10,15,2013-01-02,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2013,17.8,1280.25,72,59,0,0,17.3,28.1,31.2,2013-04-12,8.6,2013-11-23,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2013,110.4,8256.73,72,59,0,0,113.8,176.8,189.2,2013-03-13,39.5,2013-03-29,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2014,30.5,2779.95,91,75,0,0,28.8,50.9,57.7,2014-03-14,9.1,2014-12-30,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2014,37.1,3041.2,82,67,0,0,36.8,60.5,66.5,2014-06-28,12.6,2014-07-18,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2014,65.6,5285.63,79,65,0,0,67.2,94.8,101.5,2014-04-01,40.7,2014-06-25,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2014,25.9,2662.8,103,84,0,0,25.4,40.7,43.4,2014-04-22,8.7,2014-07-06,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2014,17.7,1768.88,100,82,0,0,17.5,32.1,36.6,2014-03-14,2.9,2014-08-17,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2014,76.1,6864.31,86,70,0,0,80.1,130.4,132.2,2014-02-12,17.6,2014-11-06,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2015,33.6,2419.9,72,59,0,0,34.8,50.8,54,2015-03-03,10.2,2015-07-25,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2015,40.3,2945.15,73,60,0,0,40.9,61.6,63,2015-06-04,11,2015-03-18,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2015,83.1,5974.3,70,57,0,0,86.6,117.9,127.8,2015-08-06,39,2015-02-04,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2015,26.6,1969.63,74,61,0,0,23,52.7,57,2015-09-20,10,2015-12-03,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2015,19.0,739.88,39,32,0,0,17.1,36.2,40,2015-05-26,5,2015-05-29,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2015,96.3,7298.33,73,60,0,0,98,152,160,2015-02-28,37,2015-04-26,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2016,32.0,2560,80,66,0,0,31,50.8,88,2016-02-04,14,2016-09-25,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2016,35.9,2873,80,66,0,0,34,58.5,77,2016-06-21,13,2016-08-02,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2016,58.0,1961,32,26,0,0,57,101,106,2016-01-20,33,2016-05-01,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2016,24.3,1700,70,57,0,0,21,62.1,75,2016-06-25,8,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2016,85.6,5912,66,54,0,0,88,157,172,2016-03-11,21,2016-07-06,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2017,30.6,2910.56,95,78,0,0,30,51.4,54,,13,2017-03-24,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2017,34.5,3143.29,91,75,0,0,35.1,53.2,59,2017-03-09,16,2017-10-29,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PST,ugm3,24,2017,46.7,2641.38,54,44,0,0,51.1,71.8,75,2017-10-14,22,2017-10-05,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2017,26.7,2271.35,85,70,0,0,25.9,41.3,49,2017-11-17,12,2017-12-16,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2017,69.4,6991.26,98,80,0,0,70.1,109,132.5,2017-08-09,39,2017-12-10,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2018,27.7,3244.91,117,96,0,0,28,44.4,50,2018-03-15,11,2018-07-08,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2018,32.3,3588.59,111,91,0,0,32,54.9,57,2018-02-27,15,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
31637,CORPOCALDAS,ESTACIÓN LA NUBIA,5.02972,-75.4716,PM10,ugm3,24,2018,20.4,2371.9,116,95,0,0,20,30,45,2018-03-15,9,2018-12-05,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4716, 5.02972]}"
31639,CORPOCALDAS,ESTACIÓN PALOGRANDE,5.0562,-75.492027,PM10,ugm3,24,2018,18.7,2172.27,116,95,0,0,18.5,31.7,34,2018-03-13,7,2018-12-05,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.492027, 5.0562]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2018,22.9,2725,119,98,0,0,22,40.6,46,2018-12-11,6,2018-11-05,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2018,13.8,1588,115,94,0,0,14,22,30,2018-04-20,5,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,MALTERÍA,5.039227,-75.4282,PST,ugm3,24,2018,70.8,512.96,7,6,0,0,82.2,86.3,86.8,2018-01-16,36.4,2018-01-03,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4282, 5.039227]}"
8234,CORPOCALDAS,MILÁN,5.046763,-75.480285,PM10,ugm3,24,2019,32.3,3774.76,117,96,0,0,33,46.7,68,2019-11-21,11.1,2019-05-19,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480285, 5.046763]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2019,30.7,3005.68,98,80,0,0,31,46,55,2019-03-23,11,2019-07-21,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
31637,CORPOCALDAS,ESTACIÓN LA NUBIA,5.02972,-75.4716,PM10,ugm3,24,2019,19.7,2365.01,120,98,0,0,19.9,32.2,35.3,2019-02-15,7,2019-11-18,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4716, 5.02972]}"
31639,CORPOCALDAS,ESTACIÓN PALOGRANDE,5.0562,-75.492027,PM10,ugm3,24,2019,20.0,2363.63,118,97,0,0,20,33.1,39,2019-04-01,8,2019-03-26,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.492027, 5.0562]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM10,ugm3,24,2019,28.6,1028,36,30,0,0,27.5,47.3,48,2019-03-07,14,2019-04-03,0,17,CALDAS,,LA DORADA,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
31810,CORPOCALDAS,CAMPAÑA CHINCHINÁ,4.990439,-75.609874,PM10,ugm3,24,2019,28.3,510,18,,0,0,28,36.3,37,2019-12-27,21,,0,17,CALDAS,,CHINCHINA,Indicativa,"{'type': 'Point', 'coordinates': [-75.609874, 4.990439]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,2019,20.9,2555.82,122,100,0,0,21,32.6,37,2019-08-23,4,2019-08-05,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
99999,CORPOCALDAS,LICORERA,5.068541,-75.517201,PM2.5,ugm3,24,2019,14.0,1709.41,122,100,0,0,14.2,23,28,2019-04-13,2,2019-08-08,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517201, 5.068541]}"
8234,CORPOCALDAS,MILÁN,5.047326,-75.480838,PM10,ugm3,24,2020,31.3,2223,71,58,0,0,30,48,53,2020-02-13,14,2020-11-01,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480838, 5.047326]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,PM10,ugm3,24,2020,20.7,1947,94,77,0,0,20,38.4,42,2020-03-08,11,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,PM2.5,ugm3,24,2020,14.1,1239,88,72,0,0,14.5,25.3,28,2020-07-27,3,2020-12-25,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2020,25.1,2087,83,68,0,0,24,45.4,49,2020-02-13,7,2020-12-25,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
31637,CORPOCALDAS,ESTACIÓN LA NUBIA,5.02972,-75.4716,PM10,ugm3,24,2020,22.1,753,34,28,0,0,21,36.3,37,2020-02-13,9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4716, 5.02972]}"
31639,CORPOCALDAS,ESTACIÓN PALOGRANDE,5.0562,-75.492027,PM10,ugm3,24,2020,22.1,794,36,30,0,0,21,39.6,41,2020-03-08,6,2020-07-09,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.492027, 5.0562]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM10,ugm3,24,2020,19.9,954,48,39,0,0,20,35.1,37,2020-03-10,5,,0,17,CALDAS,17380,LA DORADA,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
31810,CORPOCALDAS,CAMPAÑA CHINCHINÁ,4.990439,-75.609874,PM10,ugm3,24,2020,25.0,300,12,10,0,0,25.5,34.1,35,2020-02-10,18,2020-01-23,0,17,CALDAS,17174,CHINCHINA,Indicativa,"{'type': 'Point', 'coordinates': [-75.609874, 4.990439]}"
8234,CORPOCALDAS,MILÁN,5.047326,-75.480838,PM10,ugm3,24,2021,30.2,3141,104,85,0,0,30,40,45,2021-01-16,17,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480838, 5.047326]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,CO,ugm3,1,2021,1055.1,7489174.32,7098,81,0,0,1015.7,1792.8,2493.6,,373.4,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,CO,ugm3,8,2021,1055.2,7474279.1,7083,81,0,0,1027.3,1656.9,2274.8,,483,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,O3,ugm3,8,2021,29.0,191606.2,6606,75,0,0,27.2,60,91.8,,3.3,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,PM10,ugm3,24,2021,22.0,2617,119,98,0,0,22,34,47,2021-11-29,8,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,PM2.5,ugm3,24,2021,15.0,1813,121,99,0,0,14,27.6,30,2021-10-01,4,2021-04-13,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,SO2,ugm3,1,2021,6.7,46591.32,6967,80,0,0,6.3,13.5,28.1,,0.7,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACION,5.068433,-75.517243,SO2,ugm3,24,2021,6.7,1934.73,289,79,0,0,6.4,11.5,13.8,,3,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8990,CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,2021,25.3,2832,112,92,0,0,26,36,41,2021-12-17,11,2021-03-11,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.511017, 5.068207]}"
31637,CORPOCALDAS,ESTACIÓN LA NUBIA,5.02972,-75.4716,PM10,ugm3,24,2021,18.2,1841,101,83,0,0,18,27,32,2021-07-13,8,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.4716, 5.02972]}"
31639,CORPOCALDAS,ESTACIÓN PALOGRANDE,5.0562,-75.492027,PM10,ugm3,24,2021,17.7,1770,100,82,0,0,17,26,30,2021-12-17,10,2021-07-03,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.492027, 5.0562]}"
31802,CORPOCALDAS,ESTACION LA DORADA,5.453923,-74.664749,PM10,ugm3,24,2021,19.7,2389,121,99,0,0,18,40.6,49,2021-12-10,5,2021-07-30,0,17,CALDAS,17380,LA DORADA,Fija,"{'type': 'Point', 'coordinates': [-74.664749, 5.453923]}"
31884,CORPOCALDAS,CATÓLICA (UCM),5.059305,-75.487264,PM10,ugm3,24,2021,18.4,1273,69,57,0,0,18,27.9,30,2021-12-17,9,2021-11-14,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.487264, 5.059305]}"
8234,CORPOCALDAS,MILÁN,5.047326,-75.480838,PM10,ugm3,24,2022,31.1,3262,105,86,0,0,30,50.9,63,,15,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.480838, 5.047326]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,CO,ugm3,1,2022,1008.1,6450588.35,6399,73,0,0,964.4,1791.6,2720,,284.2,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,CO,ugm3,8,2022,1008.0,6406673.7,6356,73,0,0,982.4,1676.5,2445.1,,373.9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,O3,ugm3,8,2022,27.4,180477.8,6582,75,0,0,25.8,55,66.7,,2.8,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,PM10,ugm3,24,2022,22.3,2559,115,94,0,0,21,39.7,45,,9,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
8235,CORPOCALDAS,GOBERNACIÓN,5.068433,-75.517243,PM2.5,ugm3,24,2022,14.1,1647,117,96,0,0,14,25,31,,6,,0,17,CALDAS,17001,MANIZALES,Fija,"{'type': 'Point', 'coordinates': [-75.517243, 5.068433]}"
